Record Id,Deal Name.id,Deal Name,Stage,Stage Duration (Calendar Days),Modified By.id,Modified By,Modified Time,Amount,Probability (%),Expected Revenue,Closing Date,Last Activity Time,Moved To
zcrm_6221978000081871031,zcrm_6221978000061652526,Product Manager (Vermont) NLG,Deferred,105,zcrm_6221978000000914023,Steve Perry,2025-04-11 12:14:41,,10,,2025-01-16,2025-07-25 13:23:43,Closed Lost
zcrm_6221978000082130056,zcrm_6221978000082130054,School Nurses,Engaged,3,zcrm_6221978000066340001,Ashley Price,2025-04-14 14:44:03,,6,,2025-05-27,2025-04-17 11:16:56,Meeting Booked
zcrm_6221978000082135003,zcrm_6221978000082135001,Sales Rep (Various Locations) Social Dynamic,Lead,0,zcrm_6221978000000914023,Steve Perry,2025-04-14 16:18:29,,2,,2025-04-14,2025-04-14 16:19:10,Closed Won
zcrm_6221978000082135032,zcrm_6221978000082135001,Sales Rep (Various Locations) Social Dynamic,Closed Won,14,zcrm_6221978000000914023,Steve Perry,2025-04-14 16:19:10,,100,,2025-04-14,2025-04-28 11:37:34,Client Internal Review
zcrm_6221978000082201073,zcrm_6221978000078938104,Financial Advisor/ Remote / Wisepath Financial Group,Meetings Completed,15,zcrm_6221978000066759001,Jason Sebastian,2025-04-15 10:17:35,,36,,2025-04-05,2025-04-30 11:37:30,Closed Lost
zcrm_6221978000082201131,zcrm_6221978000082201129,Financial Advisor/ Remote/ Audent Global Asset Mng,Meeting Booked,20,zcrm_6221978000066759001,Jason Sebastian,2025-04-15 10:23:40,,33,,2025-04-18,2025-05-05 12:42:57,Closed Lost
zcrm_6221978000082585044,zcrm_6221978000082585042,Pulmonary Office- LVN/RT,Client Internal Review,6,zcrm_6221978000066340001,Ashley Price,2025-04-17 11:12:13,,42,,2025-06-17,2025-04-23 23:04:41,Meetings Completed
zcrm_6221978000082585099,zcrm_6221978000082130054,School Nurses,Meeting Booked,6,zcrm_6221978000066340001,Ashley Price,2025-04-17 11:16:56,,33,,2025-05-27,2025-04-23 23:03:46,Client Internal Review
zcrm_6221978000082585157,zcrm_6221978000082585155,Psychologist/NP Need,Meeting Booked,6,zcrm_6221978000066340001,Ashley Price,2025-04-17 11:24:03,,33,,2025-05-27,2025-04-23 23:03:32,Meetings Completed
zcrm_6221978000082585219,zcrm_6221978000082585217,LVNs- HomeHealth,Meeting Booked,6,zcrm_6221978000066340001,Ashley Price,2025-04-17 11:30:05,,33,,2025-05-27,2025-04-23 23:03:56,Meetings Completed
zcrm_6221978000082755027,zcrm_6221978000082755025,Advisor (Ohio) Horter Investment Management,Meetings Completed,0,zcrm_6221978000000914023,Steve Perry,2025-04-18 13:00:41,,36,,2025-04-15,2025-04-18 13:01:12,Closed Lost
zcrm_6221978000082755056,zcrm_6221978000082755025,Advisor (Ohio) Horter Investment Management,Closed Lost,10,zcrm_6221978000000914023,Steve Perry,2025-04-18 13:01:12,,0,,2025-04-15,2025-04-28 09:27:17,Client Internal Review
zcrm_6221978000083637003,zcrm_6221978000082585155,Psychologist/NP Need,Meetings Completed,0,zcrm_6221978000066340001,Ashley Price,2025-04-23 23:03:32,,36,,2025-05-27,2025-04-23 23:03:36,Client Internal Review
zcrm_6221978000083637018,zcrm_6221978000082585155,Psychologist/NP Need,Client Internal Review,16,zcrm_6221978000066340001,Ashley Price,2025-04-23 23:03:36,,42,,2025-05-27,2025-05-09 11:10:02,Deferred
zcrm_6221978000083637033,zcrm_6221978000082130054,School Nurses,Client Internal Review,16,zcrm_6221978000066340001,Ashley Price,2025-04-23 23:03:46,,42,,2025-05-27,2025-05-09 11:10:23,Deferred
zcrm_6221978000083637048,zcrm_6221978000082585217,LVNs- HomeHealth,Meetings Completed,12,zcrm_6221978000066340001,Ashley Price,2025-04-23 23:03:56,,36,,2025-05-27,2025-05-05 09:43:03,Client Internal Review
zcrm_6221978000083637063,zcrm_6221978000082585042,Pulmonary Office- LVN/RT,Meetings Completed,0,zcrm_6221978000066340001,Ashley Price,2025-04-23 23:04:41,,36,,2025-06-17,2025-04-23 23:05:34,Client Internal Review
zcrm_6221978000083637078,zcrm_6221978000082585042,Pulmonary Office- LVN/RT,Client Internal Review,16,zcrm_6221978000066340001,Ashley Price,2025-04-23 23:05:34,,42,,2025-06-17,2025-05-09 11:10:10,Deferred
zcrm_6221978000083637136,zcrm_6221978000083637134,Hospice Case Manager RN,Client Internal Review,16,zcrm_6221978000066340001,Ashley Price,2025-04-23 23:11:02,,42,,2025-06-24,2025-05-09 11:09:53,Deferred
zcrm_6221978000083637200,zcrm_6221978000083637198,Director of Nursing,Meeting Booked,8,zcrm_6221978000066340001,Ashley Price,2025-04-23 23:27:01,,33,,2025-06-23,2025-05-01 11:03:31,Client Internal Review
zcrm_6221978000083642042,zcrm_6221978000083642040,"Lead Wealth Advisor (Dayton, OH) Russell Total Wealth",Lead,0,zcrm_6221978000000914023,Steve Perry,2025-04-23 19:55:41,,2,,2025-04-23,2025-04-23 20:02:18,Closed Won
zcrm_6221978000083642136,zcrm_6221978000083642134,"CPA/Enrolled Agent (Dayton, OH) Russell Total Wealth",Lead,0,zcrm_6221978000000914023,Steve Perry,2025-04-23 20:02:02,,2,,2025-04-23,2025-04-23 20:02:06,Closed Won
zcrm_6221978000083642155,zcrm_6221978000083642134,"CPA/Enrolled Agent (Dayton, OH) Russell Total Wealth",Closed Won,,zcrm_6221978000000914023,Steve Perry,2025-04-23 20:02:06,,100,,2025-04-23,2025-04-23 20:02:06,
zcrm_6221978000083642176,zcrm_6221978000083642040,"Lead Wealth Advisor (Dayton, OH) Russell Total Wealth",Closed Won,,zcrm_6221978000000914023,Steve Perry,2025-04-23 20:02:18,,100,,2025-04-23,2025-04-23 20:02:18,
zcrm_6221978000084154049,zcrm_6221978000084154047,"Financial Advisor/ Dublin, OH / The Pension Group",Engaged,2,zcrm_6221978000066759001,Jason Sebastian,2025-04-28 13:10:03,,6,,2025-04-29,2025-04-30 11:38:36,Meetings Completed
zcrm_6221978000084211023,zcrm_6221978000082755025,Advisor (Ohio) Horter Investment Management,Client Internal Review,0,zcrm_6221978000083759001,Wesley Pennock,2025-04-28 09:27:17,,42,,2025-04-15,2025-04-28 09:27:19,Meetings Completed
zcrm_6221978000084211038,zcrm_6221978000082755025,Advisor (Ohio) Horter Investment Management,Meetings Completed,0,zcrm_6221978000083759001,Wesley Pennock,2025-04-28 09:27:19,,36,,2025-04-15,2025-04-28 09:27:32,Engaged
zcrm_6221978000084211053,zcrm_6221978000082755025,Advisor (Ohio) Horter Investment Management,Engaged,3,zcrm_6221978000083759001,Wesley Pennock,2025-04-28 09:27:32,,6,,2025-04-15,2025-05-01 10:09:14,Closed Lost
zcrm_6221978000084261001,zcrm_6221978000075903236,Financial Advisor (Minneapolis) Fiat Wealth,Meetings Completed,0,zcrm_6221978000000914023,Steve Perry,2025-04-28 11:36:52,,36,,2025-04-05,2025-04-28 11:37:23,Engaged
zcrm_6221978000084261016,zcrm_6221978000054547079,Wilian Financial Group- Office Service Assistant,Engaged,15,zcrm_6221978000000914023,Steve Perry,2025-04-28 11:37:18,,6,,2024-12-31,2025-05-13 16:00:58,Deferred
zcrm_6221978000084261031,zcrm_6221978000075903236,Financial Advisor (Minneapolis) Fiat Wealth,Engaged,11,zcrm_6221978000000914023,Steve Perry,2025-04-28 11:37:23,,6,,2025-04-05,2025-05-09 15:09:12,Deferred
zcrm_6221978000084261046,zcrm_6221978000082135001,Sales Rep (Various Locations) Social Dynamic,Client Internal Review,11,zcrm_6221978000000914023,Steve Perry,2025-04-28 11:37:34,,42,,2025-04-14,2025-05-09 11:10:18,Deferred
zcrm_6221978000084392043,zcrm_6221978000084392041,Red Cedar Investment Management,Meeting Booked,44,zcrm_6221978000083759001,Wesley Pennock,2025-04-29 16:26:33,,33,,2025-05-27,2025-06-12 11:51:38,Deferred
zcrm_6221978000084395020,zcrm_6221978000084395018,Old Ironsides Energy | Holdco,Meeting Booked,2,zcrm_6221978000072663019,Steven Marple,2025-04-28 18:39:19,,33,,2025-06-30,2025-04-30 11:26:13,Engaged
zcrm_6221978000084422019,zcrm_6221978000074670202,Financial Advisor (Houston) Granite Harbor,Closed Won,,zcrm_6221978000000914023,Steve Perry,2025-04-29 15:39:39,,100,,2025-04-29,2025-04-29 15:39:39,
zcrm_6221978000084435041,zcrm_6221978000084435039,Lead Advisor (Phoenix) Strategy Financial,Deferred,42,zcrm_6221978000000914023,Steve Perry,2025-04-29 14:09:35,,10,,2025-04-25,2025-06-10 21:19:10,Meeting Booked
zcrm_6221978000084631256,zcrm_6221978000084631254,Lead Advisor (New Jersey) Ronald Gelok & Assoc,Lead,0,zcrm_6221978000000914023,Steve Perry,2025-05-01 16:14:25,,2,,2025-05-01,2025-05-01 16:16:22,Closed Won
zcrm_6221978000084631296,zcrm_6221978000084631254,Lead Advisor (New Jersey) Ronald Gelok & Assoc,Closed Won,,zcrm_6221978000000914023,Steve Perry,2025-05-01 16:16:22,,100,,2025-05-01,2025-05-01 16:16:22,
zcrm_6221978000084633001,zcrm_6221978000084395018,Old Ironsides Energy | Holdco,Engaged,1,zcrm_6221978000072663019,Steven Marple,2025-04-30 11:26:13,,6,,2025-06-30,2025-05-01 10:39:21,Meeting Booked
zcrm_6221978000084633056,zcrm_6221978000082755025,Advisor (Ohio) Horter Investment Management,Closed Lost,,zcrm_6221978000072663019,Steven Marple,2025-05-01 10:09:14,,0,,2025-04-15,2025-05-01 10:09:14,
zcrm_6221978000084633093,zcrm_6221978000083637198,Director of Nursing,Client Internal Review,8,zcrm_6221978000072663019,Steven Marple,2025-05-01 11:03:31,,42,,2025-06-23,2025-05-09 11:09:47,Deferred
zcrm_6221978000084633297,zcrm_6221978000084633295,Riverwalk Wealth Advisors - Northwestern Mutual,Engaged,6,zcrm_6221978000072663019,Steven Marple,2025-05-01 12:22:16,,6,,2025-05-31,2025-05-07 11:09:59,Meeting Booked
zcrm_6221978000084634001,zcrm_6221978000078745042,"Project Manager/ Suwanee, GA/ Eastern Glass & Aluminum",Lead,41,zcrm_6221978000066759001,Jason Sebastian,2025-04-30 11:30:01,,2,,2025-04-10,2025-06-10 18:16:40,Closed Lost
zcrm_6221978000084634136,zcrm_6221978000077983042,"Project Mng/ Atlanta / Oakley Services, AMCON",Lead,41,zcrm_6221978000066759001,Jason Sebastian,2025-04-30 11:33:16,,2,,2025-03-24,2025-06-10 18:17:06,Closed Lost
zcrm_6221978000084634156,zcrm_6221978000078938104,Financial Advisor/ Remote / Wisepath Financial Group,Closed Lost,,zcrm_6221978000066759001,Jason Sebastian,2025-04-30 11:37:30,,0,,2025-04-05,2025-04-30 11:37:30,
zcrm_6221978000084634171,zcrm_6221978000084154047,"Financial Advisor/ Dublin, OH / The Pension Group",Meetings Completed,5,zcrm_6221978000066759001,Jason Sebastian,2025-04-30 11:38:36,,36,,2025-04-29,2025-05-05 09:44:56,Closed Lost
zcrm_6221978000084634186,zcrm_6221978000079813042,"Financial Advisor/ Wall Township, NJ/ MARG Financial",Meetings Completed,5,zcrm_6221978000066759001,Jason Sebastian,2025-04-30 11:39:17,,36,,2025-04-09,2025-05-05 09:44:11,Closed Lost
zcrm_6221978000084634244,zcrm_6221978000084634242,"Financial Advisor/ Dublin, OH /Evermay Wealth Management, LLC",Meetings Completed,43,zcrm_6221978000066759001,Jason Sebastian,2025-04-30 19:34:57,,36,,2025-05-31,2025-06-12 11:19:57,Deferred
zcrm_6221978000084644041,zcrm_6221978000084644039,EB Regional Wholesalers (National) Transamerica,Deferred,,zcrm_6221978000000914023,Steve Perry,2025-04-30 15:10:36,,10,,2025-04-30,2025-04-30 15:10:36,
zcrm_6221978000084644096,zcrm_6221978000084644094,Office Manager (Mississippi) Tauzin Wealth Management,Meetings Completed,15,zcrm_6221978000000914023,Steve Perry,2025-04-30 15:18:05,,36,,2025-04-30,2025-05-15 10:59:23,Deferred
zcrm_6221978000084704001,zcrm_6221978000084395018,Old Ironsides Energy | Holdco,Meeting Booked,42,zcrm_6221978000083759001,Wesley Pennock,2025-05-01 10:39:21,,33,,2025-06-30,2025-06-12 11:49:51,Closed Lost
zcrm_6221978000084766471,zcrm_6221978000078403042,"Financial Advisor/ Belchertown, MA/ CAIA Association",Closed Lost,,zcrm_6221978000066759001,Jason Sebastian,2025-05-01 17:37:48,,0,,2025-03-26,2025-05-01 17:37:48,
zcrm_6221978000084962044,zcrm_6221978000084962042,"Hazlett, Burt & Watson, Inc.",Meeting Booked,10,zcrm_6221978000083759001,Wesley Pennock,2025-05-02 21:31:01,,33,,2025-05-30,2025-05-12 10:34:57,Meetings Completed
zcrm_6221978000085063003,zcrm_6221978000082585217,LVNs- HomeHealth,Client Internal Review,4,zcrm_6221978000066340001,Ashley Price,2025-05-05 09:43:03,,42,,2025-05-31,2025-05-09 11:09:58,Deferred
zcrm_6221978000085065005,zcrm_6221978000079813042,"Financial Advisor/ Wall Township, NJ/ MARG Financial",Closed Lost,,zcrm_6221978000066759001,Jason Sebastian,2025-05-05 09:44:11,,0,,2025-04-09,2025-05-05 09:44:11,
zcrm_6221978000085065020,zcrm_6221978000084154047,"Financial Advisor/ Dublin, OH / The Pension Group",Closed Lost,9,zcrm_6221978000066759001,Jason Sebastian,2025-05-05 09:44:56,,0,,2025-04-29,2025-05-14 11:37:38,Meetings Completed
zcrm_6221978000085199032,zcrm_6221978000085199030,Chapin Davis Investments,Meeting Booked,38,zcrm_6221978000072663019,Steven Marple,2025-05-05 11:55:07,,33,,2025-05-31,2025-06-12 11:47:11,Closed Lost
zcrm_6221978000085213079,zcrm_6221978000061652679,Senior Manager of Advising,Closed Lost,,zcrm_6221978000000914023,Steve Perry,2025-05-05 12:28:11,,0,,2025-01-18,2025-05-05 12:28:11,
zcrm_6221978000085214001,zcrm_6221978000079813104,"Financial Advisor/ Nashville, TN/ Advisory DNA",Lead,39,zcrm_6221978000066759001,Jason Sebastian,2025-05-05 12:37:37,,2,,2025-04-01,2025-06-13 10:14:24,Deferred
zcrm_6221978000085214016,zcrm_6221978000076541153,Financial Advisor/ Grand Rapids / Fiduciary Financial Advisors,Lead,39,zcrm_6221978000066759001,Jason Sebastian,2025-05-05 12:38:05,,2,,2025-03-13,2025-06-13 10:14:50,Deferred
zcrm_6221978000085214031,zcrm_6221978000077002104,Financial Advisor/ Grand Rapids / LVZ Financial Planning,Lead,39,zcrm_6221978000066759001,Jason Sebastian,2025-05-05 12:38:07,,2,,2025-03-16,2025-06-13 10:14:43,Deferred
zcrm_6221978000085214046,zcrm_6221978000077002414,"Financial Advisor/ Stamford, CT / Digital Currency Group",Lead,39,zcrm_6221978000066759001,Jason Sebastian,2025-05-05 12:38:10,,2,,2025-03-16,2025-06-13 10:14:37,Deferred
zcrm_6221978000085214079,zcrm_6221978000082201129,Financial Advisor/ Remote/ Audent Global Asset Mng,Closed Lost,,zcrm_6221978000066759001,Jason Sebastian,2025-05-05 12:42:57,,0,,2025-04-18,2025-05-05 12:42:57,
zcrm_6221978000085340039,zcrm_6221978000085340037,Advisor (Indiana) Runestad Financial,Engaged,3,zcrm_6221978000000914023,Steve Perry,2025-05-05 19:30:02,,6,,2025-05-01,2025-05-08 13:58:41,Meeting Booked
zcrm_6221978000085340094,zcrm_6221978000085340092,Lead Advisor (Seattle) The Retirement Solution,Engaged,3,zcrm_6221978000000914023,Steve Perry,2025-05-05 19:38:45,,6,,2025-05-01,2025-05-08 13:11:53,Meeting Booked
zcrm_6221978000085592044,zcrm_6221978000085592042,Financial Advisor/ Oklahoma / http://bluecrest Financial Alliances,Engaged,37,zcrm_6221978000066759001,Jason Sebastian,2025-05-06 15:32:53,,6,,2025-05-31,2025-06-12 12:02:03,Deferred
zcrm_6221978000085614039,zcrm_6221978000085614037,BDR (Texas) Oak Harvest Financial Group,Closed Won,,zcrm_6221978000000914023,Steve Perry,2025-05-06 16:32:59,,100,,2025-05-06,2025-05-06 16:32:59,
zcrm_6221978000085772001,zcrm_6221978000084633295,Riverwalk Wealth Advisors - Northwestern Mutual,Meeting Booked,1,zcrm_6221978000066759001,Jason Sebastian,2025-05-07 11:09:59,,33,,2025-05-31,2025-05-08 14:34:11,Closed Lost
zcrm_6221978000085778050,zcrm_6221978000085778048,Advisor (Connecticut) Apricity Advisors,Meeting Booked,15,zcrm_6221978000000914023,Steve Perry,2025-05-07 15:13:14,,33,,2025-05-07,2025-05-22 20:09:14,Meetings Completed
zcrm_6221978000086018023,zcrm_6221978000072782062,Advisor (Minneapolis) Bernstein,Closed Won,,zcrm_6221978000000914023,Steve Perry,2025-05-08 11:50:05,,100,,2025-05-08,2025-05-08 11:50:05,
zcrm_6221978000086133492,zcrm_6221978000083637198,Director of Nursing,Deferred,,zcrm_6221978000000460001,Brandon Murphy,2025-05-09 11:09:47,,10,,2025-05-31,2025-05-09 11:09:47,
zcrm_6221978000086133507,zcrm_6221978000083637134,Hospice Case Manager RN,Deferred,,zcrm_6221978000000460001,Brandon Murphy,2025-05-09 11:09:53,,10,,2025-05-31,2025-05-09 11:09:53,
zcrm_6221978000086133522,zcrm_6221978000082585217,LVNs- HomeHealth,Deferred,,zcrm_6221978000000460001,Brandon Murphy,2025-05-09 11:09:58,,10,,2025-05-31,2025-05-09 11:09:58,
zcrm_6221978000086133537,zcrm_6221978000082585155,Psychologist/NP Need,Deferred,,zcrm_6221978000000460001,Brandon Murphy,2025-05-09 11:10:02,,10,,2025-05-31,2025-05-09 11:10:02,
zcrm_6221978000086133552,zcrm_6221978000082585042,Pulmonary Office- LVN/RT,Deferred,,zcrm_6221978000000460001,Brandon Murphy,2025-05-09 11:10:10,,10,,2025-05-31,2025-05-09 11:10:10,
zcrm_6221978000086133567,zcrm_6221978000082135001,Sales Rep (Various Locations) Social Dynamic,Deferred,,zcrm_6221978000000460001,Brandon Murphy,2025-05-09 11:10:18,,10,,2025-04-14,2025-05-09 11:10:18,
zcrm_6221978000086133582,zcrm_6221978000082130054,School Nurses,Deferred,,zcrm_6221978000000460001,Brandon Murphy,2025-05-09 11:10:23,,10,,2025-05-31,2025-05-09 11:10:23,
zcrm_6221978000086157001,zcrm_6221978000085340092,Lead Advisor (Seattle) The Retirement Solution,Meeting Booked,5,zcrm_6221978000000914023,Steve Perry,2025-05-08 13:11:53,,33,,2025-05-01,2025-05-13 14:10:04,Meetings Completed
zcrm_6221978000086157016,zcrm_6221978000085340037,Advisor (Indiana) Runestad Financial,Meeting Booked,14,zcrm_6221978000000914023,Steve Perry,2025-05-08 13:58:41,,33,,2025-05-01,2025-05-22 20:09:31,Closed Lost
zcrm_6221978000086157031,zcrm_6221978000068805040,Account Manager (Minneapolis) Harland Medical,Closed Lost,,zcrm_6221978000000914023,Steve Perry,2025-05-08 13:59:39,,0,,2025-02-11,2025-05-08 13:59:39,
zcrm_6221978000086157046,zcrm_6221978000052271006,Dermatology Physicians (MN & Il) Abacus Investments,Closed Lost,,zcrm_6221978000000914023,Steve Perry,2025-05-08 14:00:00,,0,,2024-12-18,2025-05-08 14:00:00,
zcrm_6221978000086163039,zcrm_6221978000086163037,BDR (Dallas) Libertas Financial Partners,Lead,41,zcrm_6221978000000914023,Steve Perry,2025-05-08 14:18:58,,2,,2025-05-08,2025-06-18 11:50:34,Deferred
zcrm_6221978000086163096,zcrm_6221978000086163094,Advisor (Las Vegas) Backbone Planning Partners,Meeting Booked,1,zcrm_6221978000000914023,Steve Perry,2025-05-08 14:29:28,,33,,2025-05-08,2025-05-09 15:11:09,Closed Won
zcrm_6221978000086163163,zcrm_6221978000086163161,Advisor (Nashville) Defining Wealth Partners,Engaged,5,zcrm_6221978000000914023,Steve Perry,2025-05-08 14:34:06,,6,,2025-05-08,2025-05-13 16:01:19,Meeting Booked
zcrm_6221978000086163201,zcrm_6221978000086163199,Various Positions (Pensecola) Swan Capital,Engaged,35,zcrm_6221978000000914023,Steve Perry,2025-05-08 15:51:30,,6,,2025-05-08,2025-06-12 12:20:44,Deferred
zcrm_6221978000086164001,zcrm_6221978000084633295,Riverwalk Wealth Advisors - Northwestern Mutual,Closed Lost,,zcrm_6221978000066759001,Jason Sebastian,2025-05-08 14:34:11,,0,,2025-05-31,2025-05-08 14:34:11,
zcrm_6221978000086242019,zcrm_6221978000008413591,Experior US,Deferred,77,zcrm_6221978000000914023,Steve Perry,2025-05-09 15:05:38,,10,,2024-09-01,2025-07-25 13:22:44,Closed Lost
zcrm_6221978000086242051,zcrm_6221978000075903236,Financial Advisor (Minneapolis) Fiat Wealth,Deferred,103,zcrm_6221978000000914023,Steve Perry,2025-05-09 15:09:12,,10,,2025-09-01,2025-08-20 11:51:58,Meeting Booked
zcrm_6221978000086242076,zcrm_6221978000086163094,Advisor (Las Vegas) Backbone Planning Partners,Closed Won,,zcrm_6221978000000914023,Steve Perry,2025-05-09 15:11:09,,100,,2025-05-07,2025-05-09 15:11:09,
zcrm_6221978000086242118,zcrm_6221978000075329102,Loan Officer (Nationwide) Cross Country,Deferred,77,zcrm_6221978000000914023,Steve Perry,2025-05-09 15:12:21,,10,,2025-07-17,2025-07-25 13:23:33,Closed Lost
zcrm_6221978000086242140,zcrm_6221978000075329041,Sales Producer (Nationwide) Players Health,Deferred,77,zcrm_6221978000000914023,Steve Perry,2025-05-09 15:12:36,,10,,2025-06-12,2025-07-25 13:23:22,Closed Lost
zcrm_6221978000086499013,zcrm_6221978000084962042,"Hazlett, Burt & Watson, Inc.",Meetings Completed,1,zcrm_6221978000083759001,Wesley Pennock,2025-05-12 10:34:57,,36,,2025-05-30,2025-05-13 10:29:35,Awaiting Contract Signature
zcrm_6221978000086876005,zcrm_6221978000084962042,"Hazlett, Burt & Watson, Inc.",Awaiting Contract Signature,6,zcrm_6221978000072663019,Steven Marple,2025-05-13 10:29:35,,50,,2025-05-30,2025-05-19 09:30:47,Closed Lost
zcrm_6221978000086881001,zcrm_6221978000085340092,Lead Advisor (Seattle) The Retirement Solution,Meetings Completed,0,zcrm_6221978000000914023,Steve Perry,2025-05-13 14:10:04,,36,,2025-05-13,2025-05-13 14:10:08,Awaiting Contract Signature
zcrm_6221978000086881016,zcrm_6221978000085340092,Lead Advisor (Seattle) The Retirement Solution,Awaiting Contract Signature,0,zcrm_6221978000000914023,Steve Perry,2025-05-13 14:10:08,,50,,2025-05-13,2025-05-13 14:27:04,Awaiting Deposit Payment
zcrm_6221978000086881078,zcrm_6221978000085340092,Lead Advisor (Seattle) The Retirement Solution,Awaiting Deposit Payment,9,zcrm_6221978000000914023,Steve Perry,2025-05-13 14:27:04,,70,,2025-05-13,2025-05-22 14:47:51,Intake Meeting Needed
zcrm_6221978000086881147,zcrm_6221978000086883037,Advisor (Minneapolis) Guardian Resources,Meeting Booked,7,zcrm_6221978000000914023,Steve Perry,2025-05-13 16:00:26,,33,,2025-05-13,2025-05-20 12:22:34,Meetings Completed
zcrm_6221978000086881162,zcrm_6221978000054547079,Wilian Financial Group- Office Service Assistant,Deferred,,zcrm_6221978000000914023,Steve Perry,2025-05-13 16:00:58,,10,,2025-05-30,2025-05-13 16:00:58,
zcrm_6221978000086881177,zcrm_6221978000086163161,Advisor (Nashville) Defining Wealth Partners,Meeting Booked,55,zcrm_6221978000000914023,Steve Perry,2025-05-13 16:01:19,,33,,2025-06-30,2025-07-07 14:46:44,Meetings Completed
zcrm_6221978000086881192,zcrm_6221978000067099110,Financial Advisor - All Things Financial,Meetings Completed,9,zcrm_6221978000000914023,Steve Perry,2025-05-13 16:01:49,,36,,2025-04-01,2025-05-22 20:10:02,Deferred
zcrm_6221978000086883039,zcrm_6221978000086883037,Advisor (Minneapolis) Guardian Resources,Engaged,0,zcrm_6221978000000914023,Steve Perry,2025-05-13 14:22:55,,6,,2025-05-13,2025-05-13 16:00:26,Meeting Booked
zcrm_6221978000087004044,zcrm_6221978000087004042,Lead Advisor (Dallas) Prestige Wealth Management,Awaiting Contract Signature,10,zcrm_6221978000000914023,Steve Perry,2025-05-13 19:55:29,,50,,2025-05-13,2025-05-23 14:20:05,Deferred
zcrm_6221978000087124027,zcrm_6221978000084154047,"Financial Advisor/ Dublin, OH / The Pension Group",Meetings Completed,14,zcrm_6221978000072663019,Steven Marple,2025-05-14 11:37:38,,36,,2025-04-29,2025-05-28 15:21:44,Meeting Booked
zcrm_6221978000087236009,zcrm_6221978000087236007,Waterfront | Advisors,Meetings Completed,2,zcrm_6221978000083759001,Wesley Pennock,2025-05-14 17:58:40,,36,,2025-10-01,2025-05-16 15:20:08,Deferred
zcrm_6221978000087236094,zcrm_6221978000087236092,J.M. Forbes & Co. LLP,Meetings Completed,2,zcrm_6221978000083759001,Wesley Pennock,2025-05-14 18:03:52,,36,,2025-07-31,2025-05-16 15:19:43,Deferred
zcrm_6221978000087379013,zcrm_6221978000084644094,Office Manager (Mississippi) Tauzin Wealth Management,Deferred,,zcrm_6221978000000914023,Steve Perry,2025-05-15 10:59:23,,10,,2025-07-08,2025-05-15 10:59:23,
zcrm_6221978000087493035,zcrm_6221978000087493033,"Advisor (Grand Rapids, MI) Thatcher Wealth Management",Deferred,110,zcrm_6221978000000914023,Steve Perry,2025-05-15 15:57:01,,10,,2025-05-15,2025-09-02 14:43:19,Meeting Booked
zcrm_6221978000087493107,zcrm_6221978000087493105,"Lead Advisor (Sacramento, CA) Brightlake Wealth",Meeting Booked,1,zcrm_6221978000000914023,Steve Perry,2025-05-15 16:08:06,,33,,2025-05-16,2025-05-16 13:43:38,Meetings Completed
zcrm_6221978000087503067,zcrm_6221978000087503065,Bravo Victor Venture Capital,Meetings Completed,1,zcrm_6221978000072663019,Steven Marple,2025-05-15 16:41:15,,36,,2025-05-23,2025-05-16 11:57:11,Awaiting Contract Signature
zcrm_6221978000087649028,zcrm_6221978000087503065,Bravo Victor Venture Capital,Awaiting Contract Signature,7,zcrm_6221978000072663019,Steven Marple,2025-05-16 11:57:11,,50,,2025-05-23,2025-05-23 11:33:29,Closed Lost
zcrm_6221978000087746183,zcrm_6221978000087493105,"Lead Advisor (Sacramento, CA) Brightlake Wealth",Meetings Completed,0,zcrm_6221978000000914023,Steve Perry,2025-05-16 13:43:38,,36,,2025-05-16,2025-05-16 13:49:54,Awaiting Contract Signature
zcrm_6221978000087746239,zcrm_6221978000087493105,"Lead Advisor (Sacramento, CA) Brightlake Wealth",Awaiting Contract Signature,11,zcrm_6221978000000914023,Steve Perry,2025-05-16 13:49:54,,50,,2025-05-16,2025-05-27 20:15:19,Awaiting Deposit Payment
zcrm_6221978000087784001,zcrm_6221978000087236092,J.M. Forbes & Co. LLP,Deferred,,zcrm_6221978000083759001,Wesley Pennock,2025-05-16 15:19:43,,10,,2025-07-31,2025-05-16 15:19:43,
zcrm_6221978000087784016,zcrm_6221978000087236007,Waterfront | Advisors,Deferred,,zcrm_6221978000083759001,Wesley Pennock,2025-05-16 15:20:08,,10,,2025-10-01,2025-05-16 15:20:08,
zcrm_6221978000087933001,zcrm_6221978000084962042,"Hazlett, Burt & Watson, Inc.",Closed Lost,,zcrm_6221978000083759001,Wesley Pennock,2025-05-19 09:30:47,,0,,2025-05-30,2025-05-19 09:30:47,
zcrm_6221978000088112032,zcrm_6221978000086883037,Advisor (Minneapolis) Guardian Resources,Meetings Completed,0,zcrm_6221978000000914023,Steve Perry,2025-05-20 12:22:34,,36,,2025-05-13,2025-05-20 12:23:39,Awaiting Contract Signature
zcrm_6221978000088112072,zcrm_6221978000086883037,Advisor (Minneapolis) Guardian Resources,Awaiting Contract Signature,15,zcrm_6221978000000914023,Steve Perry,2025-05-20 12:23:39,,50,,2025-05-13,2025-06-04 13:02:19,Awaiting Deposit Payment
